Transcription,Spelling,Word,BiphonProb,Frequency,is_capital,count,repeated
HH.AH.N.T.S.M.AH.N,Huntsman,huntsman,0.023196249,0.08,FALSE,1,
HH.ER.D.AH.L,hurdle,hurdle,0.012059132,0.73,TRUE,1,
HH.ER.D.AH.L.ER,hurdler,hurdler,0.009923174,0.02,TRUE,1,
HH.ER.D.AH.L.Z,hurdles,hurdles,0.01135426,0.45,TRUE,1,
HH.ER.D.AH.L.IH.NG,hurdling,hurdling,0.013941135,0.12,TRUE,1,
HH.ER.L,hurl,hurl,0.001927942,1.35,TRUE,1,
HH.ER.L.D,hurled,hurled,0.003987661,0.61,TRUE,1,
HH.ER.L.IY,Hurley,hurley,0.004338801,4.22,FALSE,1,
HH.ER.L.IH.NG,hurling,hurling,0.014291992,0.51,TRUE,1,
HH.ER.L.AH.K,Hurlock,hurlock,0.005436295,0.08,FALSE,1,
HH.ER.L.IY,Hurly,hurly,0.004338801,0.25,FALSE,1,
HH.Y.UH.R.AA.N,Huron,huron,0.001228405,0.08,FALSE,1,
HH.UH.R.AA,Hurrah,hurrah,0.000958241,2.35,FALSE,1,
HH.AH.R.EY,Hurray,hurray,0.00209392,1.69,FALSE,1,
HH.AH.R.AH.K.EY.N.Z,hurricane,hurricane,0.00596925,8.76,TRUE,1,
HH.ER.AH.K.EY.N.Z,hurricanes,hurricanes,0.002754997,1,TRUE,1,
HH.ER.IY.D,hurried,hurried,0.001831385,1.22,TRUE,1,
HH.ER.IY.D.L.IY,hurriedly,hurriedly,0.003565231,0.24,TRUE,1,
HH.ER.IY.Z,hurries,hurries,0.001741507,0.24,TRUE,1,
HH.ER.IY,Hurry,hurry,0.001734731,173.65,FALSE,1,
HH.ER.IY.IH.NG,hurrying,hurrying,0.012384934,1.51,TRUE,1,
HH.ER.S.T,Hurst,hurst,0.011133768,0.51,FALSE,1,
HH.ER.T,hurt,hurt,0.002474491,246.35,TRUE,1,
HH.ER.T.F.AH.L,hurtful,hurtful,0.009473842,1.14,TRUE,1,
HH.ER.T.IH.NG,hurting,hurting,0.014440892,19.1,TRUE,1,
HH.ER.T.AH.L,hurtle,hurtle,0.013498399,0.02,TRUE,1,
HH.ER.T.L.IH.NG,hurtling,hurtling,0.0116096,0.45,TRUE,1,
HH.ER.T.S,hurts,hurts,0.004415765,37.39,TRUE,1,
HH.AH.Z.B.AH.N.D,husband,husband,0.014010163,194.8,TRUE,1,
HH.AH.Z.B.AH.N.D.R.IY,husbandry,husbandry,0.012340553,0.2,TRUE,1,
HH.AH.Z.B.AH.N.D.Z,husbands,husbands,0.012554124,7.76,TRUE,1,
HH.AH.SH,Hush,hush,0.00246968,7.61,FALSE,1,
HH.AH.SH.T,hushed,hushed,0.001825504,0.49,TRUE,1,
HH.AH.S.K,husk,husk,0.005035563,0.41,TRUE,1,
HH.AH.S.K.S,husks,husks,0.005424366,0.06,TRUE,1,
HH.AH.S.K.IY,Husky,husky,0.004408562,1.59,FALSE,1,
HH.AH.S,huss,huss,0.004883793,0.02,TRUE,1,
HH.AH.S.ER,hussar,hussar,0.003861644,0.02,TRUE,1,
HH.AH.S.IY,hussy,hussy,0.004286669,1.24,TRUE,1,
HH.AH.S.T.IH.NG.Z,hustings,hustings,0.016001484,0.12,TRUE,1,
HH.AH.S.AH.L,hustle,hustle,0.014913811,7.88,TRUE,1,
HH.AH.S.AH.L.D,hustled,hustled,0.012521528,0.71,TRUE,1,
HH.AH.S.AH.L.ER,hustler,hustler,0.012206918,2.96,TRUE,1,
HH.AH.S.AH.L.ER.Z,hustlers,hustlers,0.011148224,0.55,TRUE,1,
HH.AH.S.AH.L.Z,hustles,hustles,0.013638003,0.06,TRUE,1,
HH.AH.S.AH.L.IH.NG,hustling,hustling,0.015844255,1.69,TRUE,1,
HH.AH.T,hut,hut,0.004153194,13.22,TRUE,1,
HH.AH.CH,Hutch,hutch,0.002598151,3.61,FALSE,1,
HH.AH.T.S,huts,huts,0.0055349,1.1,TRUE,1,
HH.W.AA.N,Hwan,hwan,0.002916893,0.1,FALSE,1,
HH.AY,Hy,hy,0.002399845,2.33,FALSE,1,
HH.AY.AH.S.IH.N.TH,Hyacinth,hyacinth,0.003091793,0.41,FALSE,1,
HH.AY.AH.S.IH.N.TH.S,hyacinths,hyacinths,0.002654635,0.02,TRUE,1,
HH.AY.AH.L.ER.AA.N.IH.K,hyaluronic,hyaluronic,0.004307044,0.02,TRUE,1,
HH.AY.B.R.AH.D,hybrid,hybrid,0.005311109,2.04,TRUE,1,
HH.AY.B.R.AH.D.AH.Z.EY.SH.AH.N,hybridization,hybridization,0.031703038,0.04,TRUE,1,
HH.AY.B.R.AH.D.Z,hybrids,hybrids,0.005790601,0.98,TRUE,1,
HH.AY.D,Hyde,hyde,0.002482712,5.67,FALSE,1,
HH.AY.D.R.AH,Hydra,hydra,0.003734724,0.45,FALSE,1,
HH.AY.D.R.AH.N.T,hydrant,hydrant,0.015416634,1.02,TRUE,1,
HH.AY.D.R.AH.N.T.S,hydrants,hydrants,0.014747999,0.12,TRUE,1,
HH.AY.D.R.EY.T,hydrate,hydrate,0.002340532,0.49,TRUE,1,
HH.AY.D.R.EY.T.AH.D,hydrated,hydrated,0.00729799,0.31,TRUE,1,
HH.AY.D.R.EY.T.S,hydrates,hydrates,0.003934184,0.1,TRUE,1,
HH.AY.D.R.EY.SH.AH.N,hydration,hydration,0.020126286,0.14,TRUE,1,
HH.AY.D.R.AO.L.IH.K,hydraulic,hydraulic,0.004199199,1.14,TRUE,1,
HH.AY.D.R.AO.L.IH.K.S,hydraulics,hydraulics,0.004100441,0.55,TRUE,1,
HH.AY.D.R.AH.Z.IY.N,hydrazine,hydrazine,0.003414049,0.22,TRUE,1,
HH.AY.D.R.OW,hydro,hydro,0.001846702,0.25,TRUE,1,
HH.AY.D.R.OW.K.AA.R.B.AH.N,hydrocarbon,hydrocarbon,0.021324656,0.12,TRUE,1,
HH.AY.D.R.OW.K.AA.R.B.AH.N.Z,hydrocarbons,hydrocarbons,0.02349541,0.2,TRUE,1,
HH.AY.D.R.OW.IH.L.EH.K.T.R.IH.K,hydroelectric,hydroelectric,0.001437956,0.1,TRUE,1,
HH.AY.D.R.AH.F.OY.L,Hydrofoil,hydrofoil,0.002767804,0.02,FALSE,1,
HH.AY.D.R.AH.JH.AH.N,hydrogen,hydrogen,0.01741629,2.67,TRUE,1,
HH.AY.D.R.AA.JH.AH.N.EY.T.IH.D,hydrogenated,hydrogenated,0.018513158,0.14,TRUE,1,
HH.AY.D.R.AA.JH.AH.N.EY.SH.AH.N,hydrogenation,hydrogenation,0.03822941,0.02,TRUE,1,
HH.AY.D.R.AH.G.R.AE.F.IH.K,hydrographic,hydrographic,0.002708496,0.02,TRUE,1,
HH.AY.D.R.AH.P.AA.N.IH.K,hydroponic,hydroponic,0.004215394,0.24,TRUE,1,
HH.AY.D.R.OW.S.AH.L.F.AY.D,hydrosulfide,hydrosulfide,0.006868105,0.02,TRUE,1,
HH.AY.D.R.OW.TH.EH.R.AH.P.IY,hydrotherapy,hydrotherapy,0.001769662,0.16,TRUE,1,
HH.AY.D.R.OW.TH.ER.M.AH.L,hydrothermal,hydrothermal,0.01122046,0.2,TRUE,1,
HH.AY.D.R.AH.S,hydrous,hydrous,0.007858379,0.02,TRUE,1,
HH.AY.D.R.AA.K.S.AY.D,hydroxide,hydroxide,0.001708829,0.16,TRUE,1,
HH.AY.D.R.AO.K.S.IY,hydroxy,hydroxy,0.002201243,0.02,TRUE,1,
HH.AY,Hye,hye,0.002399845,0.04,FALSE,1,
HH.AY.IY.N.AH,hyena,hyena,0.002882758,1.41,TRUE,1,
HH.AY.IY.N.AH.Z,hyenas,hyenas,0.003805025,0.84,TRUE,1,
HH.AY.JH.IY.N,hygiene,hygiene,0.001375761,2.12,TRUE,1,
HH.AY.G.EH.N.IH.S.T,hygienist,hygienist,0.005017704,0.63,TRUE,1,
HH.AY.G.EH.N.IH.S,hygienists,hygienists,0.003519495,0.1,TRUE,1,
HH.AY.M.AH.N,hymen,hymen,0.015891721,0.49,TRUE,1,
HH.IH.M,hymn,hymn,0.004567877,1.63,TRUE,1,
HH.IH.M.N.AH.L,hymnal,hymnal,0.010921983,0.1,TRUE,1,
HH.IH.M.N.AH.L.Z,hymnals,hymnals,0.010177498,0.14,TRUE,1,
HH.IH.M.Z,hymns,hymns,0.004020613,0.94,TRUE,1,
HH.AY.P,hype,hype,0.001808637,1.63,TRUE,1,
HH.AY.P.T,hyped,hyped,0.002033022,0.31,TRUE,1,
HH.AY.P.ER,hyper,hyper,0.002539746,0.88,TRUE,1,
HH.AY.P.ER.AE.K.T.IH.V,hyperactive,hyperactive,0.006236929,0.39,TRUE,1,
HH.AY.P.ER.AE.K.T.IH.V.IH.T.IY,Hyperactivity,hyperactivity,0.005004754,0.1,FALSE,1,
HH.AY.P.ER.B.AA.R.IH.K,hyperbaric,hyperbaric,0.003768699,0.04,TRUE,1,
HH.AY.P.ER.B.AH.L.IY,hyperbole,hyperbole,0.00992263,0.22,TRUE,1,
HH.AY.P.ER.B.AA.L.IH.K,hyperbolic,hyperbolic,0.003541294,0.14,TRUE,1,
HH.AY.P.ER.K.R.IH.T.IH.K.AH.L,hypercritical,hypercritical,0.01420543,0.06,TRUE,1,
HH.AY.P.ER.IH.N.F.L.EY.SH.AH.N,hyperinflation,hyperinflation,0.029557845,0.02,TRUE,1,
HH.AY.P.IH.R.IY.AH.N,Hyperion,hyperion,0.017182855,0.37,FALSE,1,
HH.AY.P.ER.K.IH.N.EH.T.IH.K,hyperkinetic,hyperkinetic,0.003928021,0.02,TRUE,1,
HH.AY.P.ER.P.L.EY.ZH.AH,hyperplasia,hyperplasia,0.001427704,0.02,TRUE,1,
HH.AY.P.ER.S.EH.N.S.IH.T.IH.V,hypersensitive,hypersensitive,0.008668741,0.22,TRUE,1,
HH.AY.P.ER.S.EH.N.S.IH.T.IH.V.IH.T.IY,hypersensitivity,hypersensitivity,0.017981941,0.02,TRUE,1,
HH.AY.P.ER.S.AA.N.IH.K,hypersonic,hypersonic,0.004006986,0.04,TRUE,1,
HH.AY.P.ER.T.EH.N.SH.AH.N,hypertension,hypertension,0.024789644,0.59,TRUE,1,
HH.AY.P.ER.T.EH.N.S.IH.V,hypertensive,hypertensive,0.004603221,0.24,TRUE,1,
HH.AY.P.ER.T.AA.N.IH.K,hypertonic,hypertonic,0.003962427,0.06,TRUE,1,
HH.AY.P.ER.T.R.OW.F.IH.K,hypertrophic,hypertrophic,0.003243758,0.06,TRUE,1,
HH.AY.P.ER.T.R.OW.F.IY,hypertrophy,hypertrophy,0.001880339,0.02,TRUE,1,
HH.AY.P.S,Hypes,hypes,0.002130161,0.02,FALSE,1,
HH.AY.F.IY,hyphae,hyphae,0.001530711,0.04,TRUE,1,
HH.AY.F.AH.N,hyphen,hyphen,0.014378255,0.22,TRUE,1,
HH.AY.F.AH.N.EY.T,hyphenate,hyphenate,0.010995028,0.14,TRUE,1,
HH.AY.F.AH.N.EY.T.IH.D,hyphenated,hyphenated,0.011657638,0.14,TRUE,1,
HH.AY.F.AH.N.EY.T.S,hyphenates,hyphenates,0.010958051,0.06,TRUE,1,
HH.AY.F.AH.N.EY.SH.AH.N,Hyphenation,hyphenation,0.026623687,0.02,FALSE,1,
HH.AY.P.IH.NG,hyping,hyping,0.012804072,0.04,TRUE,1,
HH.IH.P.N.OW.S.AH.S,hypnosis,hypnosis,0.004415544,1.98,TRUE,1,
HH.IH.P.N.AA.T.IH.K,hypnotic,hypnotic,0.006847446,1.31,TRUE,1,
HH.IH.P.N.AA.T.IH.K.S,hypnotics,hypnotics,0.006417657,0.02,TRUE,1,
HH.IH.P.N.AH.T.IH.Z.AH.M,hypnotism,hypnotism,0.007469958,0.29,TRUE,1,
HH.IH.P.N.AH.T.IH.S.T,hypnotist,hypnotist,0.008758903,0.8,TRUE,1,
HH.IH.P.N.AH.T.AY.Z,hypnotize,hypnotize,0.005850139,0.61,TRUE,1,
HH.IH.P.N.AH.T.AY.Z.D,hypnotized,hypnotized,0.005407086,1.2,TRUE,1,
HH.IH.P.N.AH.T.AY.Z.AH.Z,hypnotizes,hypnotizes,0.005176992,0.04,TRUE,1,
HH.AY.P.OW,hypo,hypo,0.001487218,0.31,TRUE,1,
HH.AY.P.AH.K.AA.N.D.R.IY.AH,hypochondria,hypochondria,0.00346841,0.16,TRUE,1,
HH.AY.P.AH.K.AA.N.D.R.IY.AE.K,hypochondriac,hypochondriac,0.003287695,0.39,TRUE,1,
HH.IH.P.AA.K.R.AH.S.IY,hypocrisy,hypocrisy,0.0048045,1.65,TRUE,1,
HH.IH.P.AH.K.R.IH.T,hypocrite,hypocrite,0.004203878,3.25,TRUE,1,
HH.IH.P.AH.K.R.IH.T.S,hypocrites,hypocrites,0.006032699,1.12,TRUE,1,
HH.IH.P.AH.K.R.IH.T.IH.K.AH.L,hypocritical,hypocritical,0.015285758,1.25,TRUE,1,
HH.AY.P.AH.D.ER.M.IH.K,hypodermic,hypodermic,0.004139684,0.67,TRUE,1,
HH.AY.P.OW.G.L.AY.S.IY.M.IY.AH,hypoglycemia,hypoglycemia,0.002101568,0.12,TRUE,1,
HH.AY.P.OW.G.L.AY.S.IY.M.IH.K,hypoglycemic,hypoglycemic,0.00193642,0.25,TRUE,1,
HH.AY.P.OW.T.EH.N.SH.AH.N,hypotension,hypotension,0.024235928,0.12,TRUE,1,
HH.AY.P.OW.TH.AH.L.AE.M.IH.K,hypothalamic,hypothalamic,0.005297884,0.1,TRUE,1,
HH.AY.P.AH.TH.ER.M.IY.AH,hypothermia,hypothermia,0.001705588,0.76,TRUE,1,
HH.AY.P.AA.TH.AH.S.IY.Z,hypotheses,hypotheses,0.004060743,0.18,TRUE,1,
HH.AY.P.AA.TH.AH.S.AH.S,hypothesis,hypothesis,0.005884326,0.86,TRUE,1,
HH.AY.P.AA.TH.AH.S.AY.Z,hypothesize,hypothesize,0.003398623,0.08,TRUE,1,
HH.AY.P.AA.TH.AH.S.AY.Z.D,hypothesized,hypothesized,0.003229122,0.06,TRUE,1,
HH.AY.P.AH.TH.EH.T.AH.K.AH.L,hypothetical,hypothetical,0.011545041,2.45,TRUE,1,
HH.AY.P.AH.TH.EH.T.IH.K.L.IY,hypothetically,hypothetically,0.007746615,2.12,TRUE,1,
HH.AY.P.AA.K.S.IY.AH,hypoxia,hypoxia,0.003015425,0.18,TRUE,1,
HH.IH.S.AH.P,hyssop,hyssop,0.009550993,0.06,TRUE,1,
HH.IH.S.T.ER.EH.K.T.AH.M.IY,hysterectomy,hysterectomy,0.009458908,0.61,TRUE,1,
HH.IH.S.T.EH.R.IY.AH,hysteria,hysteria,0.010385817,2.27,TRUE,1,
HH.IH.S.T.EH.R.IH.K,hysteric,hysteric,0.011074794,0.18,TRUE,1,
HH.IH.S.T.EH.R.IH.K.AH.L,hysterical,hysterical,0.018543947,7.1,TRUE,1,
HH.IH.S.T.EH.R.IH.K.L.IY,hysterically,hysterically,0.013722184,1,TRUE,1,
HH.IH.S.T.EH.R.IH.K.S,hysterics,hysterics,0.010116586,0.65,TRUE,1,
AY,I,i,0,39971.16,FALSE,1,
IY.AH,Ia,ia,1.08E-09,0.41,FALSE,1,
IY.AA.G.OW,Iago,iago,0.000288509,0.69,FALSE,1,
AY.B.IY,Ib,ib,0.000149735,0.02,FALSE,1,
IY.B.AH,iba,iba,0.000271349,0.04,TRUE,1,
AY.B.EH.K.S,ibex,ibex,0.002357324,0.06,TRUE,1,
AY.B.AH.S,ibis,ibis,0.001789796,0.12,TRUE,1,
AY.B.Y.UW.P.R.OW.F.AH.N,ibuprofen,ibuprofen,0.017241457,0.47,TRUE,1,
IH.K.ER.AH.S,Icarus,icarus,0.005793077,0.31,FALSE,1,
AY.S,ice,ice,0.000489393,79.55,TRUE,1,
AY.S.B.ER.G,iceberg,iceberg,0.000790767,1.8,TRUE,1,
AY.S.B.ER.G.Z,icebergs,icebergs,0.000668257,0.37,TRUE,1,
AY.S.B.AA.K.S,icebox,icebox,0.001396393,2.43,TRUE,1,
AY.S.B.R.EY.K.ER,icebreaker,icebreaker,0.000942203,0.41,TRUE,1,
AY.S.B.R.EY.K.ER.Z,icebreakers,icebreakers,0.002658695,0.02,TRUE,1,
AY.S.T,iced,iced,0.001068231,4.27,TRUE,1,
AY.S.L.AH.N.D,Iceland,iceland,0.015536211,0.88,FALSE,1,
AY.S.L.AE.N.D.IH.K,Icelandic,icelandic,0.006151743,0.14,FALSE,1,
AY.S.M.AE.N,Iceman,iceman,0.001740102,1.35,FALSE,1,
AY.S.AH.Z,ices,ices,0.000657876,0.16,TRUE,1,
AY.S.K.EY.T.IH.NG,iceskating,iceskating,0.008437386,0.02,TRUE,1,
IH.CH,Ich,ich,0.000117014,0.92,FALSE,1,
AY.S.IH.K.AH.L,icicle,icicle,0.009620516,0.29,TRUE,1,
AY.S.IH.K.AH.L.Z,icicles,icicles,0.009092941,0.37,TRUE,1,
AY.S.IH.L.IY,icily,icily,0.002611564,0.02,TRUE,1,
AY.S.IH.NG,icing,icing,0.002400608,1.39,TRUE,1,
AY.K.AA.N,icon,icon,0.001096302,1.73,TRUE,1,
AY.K.AA.N.AH.K.L.AE.S.T,iconoclast,iconoclast,0.00248859,0.02,TRUE,1,
AY.K.AH.N.AH.K.L.AE.S.T.IH.K,iconoclastic,iconoclastic,0.00677642,0.02,TRUE,1,
AY.K.AH.N.AA.G.R.AH.F.IY,iconography,iconography,0.002171753,0.06,TRUE,1,
AY.K.AA.N.Z,icons,icons,0.001666885,0.27,TRUE,1,
AY.S.IY,icy,icy,0.000332385,2.65,TRUE,1,
AY.D.IY,Id,id,0.00106985,3.31,FALSE,1,
AY.D.AH.HH.OW,Idaho,idaho,0.000551969,0.55,FALSE,1,
AY.D,ide,ide,0.001022073,0.16,TRUE,1,
AY.D.IY.AH,idea,idea,0.00136523,359.04,TRUE,1,
AY.D.IY.L,ideal,ideal,0.001223218,7.33,TRUE,1,
AY.D.IY.L.IH.Z.AH.M,idealism,idealism,0.002630206,0.63,TRUE,1,
AY.D.IY.L.IH.S.T,idealist,idealist,0.006039648,0.67,TRUE,1,
AY.D.IY.AH.L.IH.S.T.IH.K,idealistic,idealistic,0.011102139,0.8,TRUE,1,
AY.D.IY.L.IH.S,idealists,idealists,0.002237513,0.2,TRUE,1,
AY.D.IY.L.AY.Z,idealize,idealize,0.002077756,0.12,TRUE,1,
AY.D.IY.AH.L.AY.Z.D,idealized,idealized,0.007047326,0.18,TRUE,1,
AY.D.IY.L.AY.Z.IH.Z,idealizes,idealizes,0.002443748,0.1,TRUE,1,
AY.D.IY.L.AY.Z.IH.NG,idealizing,idealizing,0.008025341,0.02,TRUE,1,
AY.D.IY.L.IY,ideally,ideally,0.002728728,0.43,TRUE,1,
AY.D.IY.L.Z,ideals,ideals,0.001588447,2.47,TRUE,1,
AY.D.IY.AH.Z,ideas,ideas,0.002655489,38.96,TRUE,1,
AY.D.EH.N.T,ident,ident,0.003607872,0.29,TRUE,1,
AY.D.EH.N.IH.K.AH.L,identical,identical,0.011570658,5.53,TRUE,1,
AY.D.EH.N.AH.F.AY.AH.B.AH.L,identifiable,identifiable,0.013519887,0.29,TRUE,1,
AY.D.EH.N.AH.F.AH.K.EY.SH.AH.N,identification,identification,0.031353353,8.02,TRUE,1,
AY.D.EH.N.AH.F.AH.K.EY.SH.AH.N.Z,identifications,identifications,0.038425933,0.06,TRUE,1,
AY.D.EH.N.AH.F.AY.D,identified,identified,0.004182096,10.27,TRUE,1,
AY.D.EH.N.AH.F.AY.ER,identifier,identifier,0.003625973,0.12,TRUE,1,
AY.D.EH.N.AH.F.AY.Z,identifies,identifies,0.004436753,0.76,TRUE,1,
AY.D.EH.N.AH.F.AY,identify,identify,0.004230295,16.18,TRUE,1,
AY.D.EH.N.AH.F.AY.IH.NG,identifying,identifying,0.009411709,1.88,TRUE,1,
AY.D.EH.N.IH.T.IY.Z,identities,identities,0.005307284,1.75,TRUE,1,
AY.D.EH.N.AH.T.IY,identity,identity,0.007751801,12.98,TRUE,1,
AY.D.IY.AH.L.AA.JH.IH.K.AH.L,ideological,ideological,0.01464507,0.14,TRUE,1,
AY.D.IY.AH.L.AA.JH.IH.K.L.IY,ideologically,ideologically,0.009271816,0.08,TRUE,1,
AY.D.IY.AA.L.AH.JH.IY.Z,ideologies,ideologies,0.002872831,0.2,TRUE,1,
AY.D.IY.AA.L.AH.JH.IY,ideology,ideology,0.002605013,0.65,TRUE,1,
IH.D.IY.AH.S.IY,idiocy,idiocy,0.004542912,0.57,TRUE,1,
IH.D.IY.AH.M,idiom,idiom,0.002756299,0.24,TRUE,1,
IH.D.IY.AH.M.AE.T.IH.K,idiomatic,idiomatic,0.005645018,0.06,TRUE,1,
IH.D.IY.AH.M.Z,idioms,idioms,0.002443639,0.02,TRUE,1,
IH.D.IY.OW.P.AE.TH.AH.K,idiopathic,idiopathic,0.00039092,0.06,TRUE,1,
IH.D.IY.OW.S.IH.N.K.R.AH.S.IY.Z,idiosyncrasies,idiosyncrasies,0.001072547,0.24,TRUE,1,
IH.D.IY.OW.S.IH.N.K.R.AH.S.IY,idiosyncrasy,idiosyncrasy,0.001169822,0.2,TRUE,1,
IH.D.IY.OW.S.IH.N.K.R.AE.T.IH.K,idiosyncratic,idiosyncratic,0.001818235,0.16,TRUE,1,
IH.D.IY.AH.T,idiot,idiot,0.004577876,66.22,TRUE,1,
IH.D.IY.AA.T.IH.K,idiotic,idiotic,0.004055316,3.88,TRUE,1,
IH.D.IY.AA.T.IH.K.L.IY,idiotically,idiotically,0.007252441,0.06,TRUE,1,
IH.D.IY.AH.T.S,idiots,idiots,0.005740312,11.9,TRUE,1,
AY.D.AH.L,idle,idle,0.002573372,2.76,TRUE,1,
AY.D.AH.L.D,idled,idled,0.002204204,0.02,TRUE,1,
AY.D.AH.L.N.AH.S,idleness,idleness,0.006576124,0.16,TRUE,1,
AY.D.AH.L.ER,idler,idler,0.002319981,0.14,TRUE,1,
AY.D.AH.L.Z,Idles,idles,0.002601062,0.02,FALSE,1,
AY.D.AH.L.IH.NG,idling,idling,0.012031749,0.39,TRUE,1,
AY.D.L.IY,idly,idly,0.003403258,0.63,TRUE,1,
IY.D.OW,Ido,ido,4.82E-05,0.02,FALSE,1,
AY.D.AH.L,idol,idol,0.002573372,2.76,TRUE,1,
AY.D.AA.L.AH.T.R.IY,idolatry,idolatry,0.006652168,0.12,TRUE,1,
AY.D.AH.L.AY.Z,idolize,idolize,0.002887848,0.14,TRUE,1,
AY.D.AH.L.AY.Z.D,idolized,idolized,0.002912628,0.37,TRUE,1,
AY.D.AH.L.AY.Z.IH.Z,idolizes,idolizes,0.003022385,0.08,TRUE,1,
AY.D.AH.L.AY.Z.IH.NG,idolizing,idolizing,0.008603978,0.02,TRUE,1,
AY.D.AH.L.Z,idols,idols,0.002601062,0.47,TRUE,1,
AY.D.AH.L,idyll,idyll,0.002573372,0.04,TRUE,1,
AY.D.IH.L.IH.K,idyllic,idyllic,0.003903049,0.45,TRUE,1,
IH.F,if,if,0.00059508,3541.37,TRUE,1,
IH.F.IY,iffy,iffy,0.000297541,0.51,TRUE,1,
IH.F.S,ifs,ifs,0.000315144,0.73,TRUE,1,
IH.G.L.UW,igloo,igloo,0.001002917,0.29,TRUE,1,
IH.G.N.IY.AH.S,igneous,igneous,0.007502222,0.29,TRUE,1,
IH.G.N.AY.T,ignite,ignite,0.001857752,1,TRUE,1,
IH.G.N.AY.T.IH.D,ignited,ignited,0.004043719,0.57,TRUE,1,
IH.G.N.AY.T.S,ignites,ignites,0.003564213,0.25,TRUE,1,
IH.G.N.AY.T.IH.NG,igniting,igniting,0.00839244,0.2,TRUE,1,
IH.G.N.IH.SH.AH.N,ignition,ignition,0.015889777,4.16,TRUE,1,
IH.G.N.OW.B.AH.L,ignoble,ignoble,0.007527217,0.12,TRUE,1,
IH.G.N.AH.M.IH.N.IY.AH.S,ignominious,ignominious,0.004893267,0.14,TRUE,1,
IH.G.N.OW.M.IH.N.IY,ignominy,ignominy,0.001304212,0.06,TRUE,1,
IH.G.N.ER.EY.M.AH.S,ignoramus,ignoramus,0.005416149,0.35,TRUE,1,
IH.G.N.ER.AH.N.S,ignorance,ignorance,0.014895126,3.61,TRUE,1,
IH.G.N.ER.AH.N.T,ignorant,ignorant,0.015179765,6.25,TRUE,1,
IH.G.N.AO.R,ignore,ignore,0.003225531,18.65,TRUE,1,
IH.G.N.AO.R.D,ignored,ignored,0.0035849,5.9,TRUE,1,
IH.G.N.AO.R.Z,ignores,ignores,0.002693531,0.88,TRUE,1,
IH.G.N.AO.R.IH.NG,ignoring,ignoring,0.007817718,4.08,TRUE,1,
AY.G.W.AA.N.AH,iguana,iguana,0.002751841,0.78,TRUE,1,
IH.G.W.AA.N.AH.Z,iguanas,iguanas,0.003578507,0.29,TRUE,1,
AY.K,Ike,ike,4.22E-05,1.86,FALSE,1,
IH.L,Il,il,0.001679858,81.16,FALSE,1,
IH.L.IY.AH.D,Iliad,iliad,0.003740782,0.02,FALSE,1,
IH.L.K,ilk,ilk,0.00096183,0.27,TRUE,1,
IH.L.K.AH,Ilka,ilka,0.004148175,0.02,FALSE,1,
IH.L,ill,ill,0.001679858,21.27,TRUE,1,
IH.L.IY.G.AH.L,illegal,illegal,0.009447357,23.51,TRUE,1,
IH.L.IY.G.AE.L.IH.T.IY,illegality,illegality,0.004896709,0.08,TRUE,1,
IH.L.IY.G.AH.L.IY,illegally,illegally,0.010616329,2.22,TRUE,1,
IH.L.IY.G.AH.L.Z,illegals,illegals,0.008948642,0.49,TRUE,1,
IH.L.EH.JH.AH.B.AH.L,illegible,illegible,0.00979341,0.18,TRUE,1,
IH.L.IH.JH.IH.T.AH.M.AH.S.IY,illegitimacy,illegitimacy,0.005900598,0.04,TRUE,1,
IH.L.IH.JH.IH.T.AH.M.IH.T,illegitimate,illegitimate,0.004664285,1.33,TRUE,1,
IH.L.IH.S.AH.T,illicit,illicit,0.007811021,0.71,TRUE,1,
IH.L.IH.S.IH.T.L.IY,illicitly,illicitly,0.005506926,0.04,TRUE,1,
IH.L.AH.N.OY,Illinois,illinois,0.003665774,1.76,FALSE,1,
IH.L.IH.T.ER.AH.S.IY,illiteracy,illiteracy,0.006757552,0.12,TRUE,1,
IH.L.IH.T.ER.AH.T,illiterate,illiterate,0.006918303,0.98,TRUE,1,
IH.L.IH.T.ER.AH.T.S,illiterates,illiterates,0.007463716,0.08,TRUE,1,
IH.L.N.AH.S,illness,illness,0.007746328,7.27,TRUE,1,
IH.L.N.AH.S.IH.Z,illnesses,illnesses,0.00601316,0.69,TRUE,1,
IH.L.AA.JH.IH.K,illogic,illogic,0.003204033,0.04,TRUE,1,
IH.L.AA.JH.IH.K.AH.L,illogical,illogical,0.010365847,0.57,TRUE,1,
IH.L.Z,ills,ills,0.000862852,0.51,TRUE,1,
IH.L.UW.M.IH.N.IH.T,illuminate,illuminate,0.002820835,0.82,TRUE,1,
IH.L.UW.M.AH.N.EY.T.AH.D,illuminated,illuminated,0.014201862,0.35,TRUE,1,
IH.L.UW.M.AH.N.EY.T.S,illuminates,illuminates,0.013348347,0.12,TRUE,1,
IH.L.UW.M.AH.N.EY.T.IH.NG,illuminating,illuminating,0.015608347,0.47,TRUE,1,
IH.L.UW.M.AH.N.EY.SH.AH.N,illumination,illumination,0.032596473,0.67,TRUE,1,
IH.L.UW.M.AH.N.D,illumined,illumined,0.014371035,0.02,TRUE,1,
IH.L.UW.ZH.AH.N,illusion,illusion,0.012478711,8.25,TRUE,1,
IH.L.UW.ZH.AH.N.EH.R.IY,illusionary,illusionary,0.010822687,0.04,TRUE,1,
