Word,Freq_SUBTLEXUS,BigramF_Avg_C_Log,OLD20,PLD20,Phonographic_N,Sem_N_D,NMorph,,TrigramF_Avg_C_Log,STRING,N2_F,N3_F,N2_F_log10,N3_F_log10,BigramF_Avg_C_Log_SCOPE,TrigramF_Avg_C_Log_SCOPE,
giant,3.140194,2.930103039,1.9,2.5,0,0.6491828,1,,2.122510771,giant,851.34,132.59,2.930103039,2.122510771,2.930613,2.125774,
gibe,0.4771213,2.449077089,1.9,1.8,0,0.1820328,1,,-0.187086643,gibe,281.24,0.65,2.449077089,-0.187086643,2.450619,0.2174839,
gibson,NaN,2.725258066,0,0,0,NaN,2,,2.200029267,gibson,531.2,158.5,2.725258066,2.200029267,NaN,NaN,
gift,3.517328,2.935461919,1.7,1.55,5,0.6362769,1,,1.762378429,gift,861.91,57.86,2.935461919,1.762378429,2.935966,1.76982,
gifted,2.361728,3.399673721,1.9,2.05,2,0.5749122,2,,2.478854968,gifted,2510,301.2,3.399673721,2.478854968,3.399847,2.480294,
gifts,2.865104,2.704519425,1.9,1.85,3,0.6006703,2,,1.766115283,gifts,506.43,58.36,2.704519425,1.766115283,2.705376,1.773494,
gig,2.757396,2.279210513,1.55,1.5,13,0.5659141,1,,-0.318758763,gig,190.2,0.48,2.279210513,-0.318758763,2.281488,0.1702617,
gigantic,2.281033,2.525148507,3.35,4.5,0,0.5587842,1,,1.91824009,gigantic,335.08,82.84,2.525148507,1.91824009,2.526443,1.923451,
giggle,1.944483,3.027239491,1.7,1.7,5,0.2312522,1,,1.813781078,giggle,1064.73,65.13,3.027239491,1.813781078,3.027647,1.820399,
gilbert,NaN,2.803641447,2.75,2.7,1,NaN,2,,1.904282658,gilbert,636.27,80.22,2.803641447,1.904282658,NaN,NaN,
gill,1.944483,3.490181894,1.15,1,14,0.5801366,1,,3.0905402,gill,3091.59,1231.8,3.490181894,3.0905402,3.490322,3.090893,
gilt,1,3.155436248,1.35,1.35,11,0.40738,1,,1.164650216,gilt,1430.33,14.61,3.155436248,1.164650216,3.15574,1.193403,
gimme,2.992554,2.548401704,2,1.8,0,0.4133415,2,,-1.096910013,gimme,353.51,0.08,2.548401704,-1.096910013,NaN,NaN,
gin,2.760422,1.95559155,1.25,1.3,11,0.488802,1,,1.197831693,gin,90.28,15.77,1.95559155,1.197831693,1.960376,1.224533,
ginger,2.515874,3.286786444,1.75,2.85,0,0.557958,1,,2.503000338,ginger,1935.47,318.42,3.286786444,2.503000338,3.287011,2.504362,
gingerbread,1.531479,1.642958879,4.55,6.35,0,0.3142368,2,,0.791690649,gingerbread,43.95,6.19,1.642958879,0.791690649,1.65273,0.8567289,
gingham,1,2.42746988,3.3,2.25,0,0.2111025,1,,1.582404298,gingham,267.59,38.23,2.42746988,1.582404298,2.42909,1.593618,
giraffe,1.886491,1.966188681,3,2.95,0,0.3923245,1,,0.822821645,giraffe,92.51,6.65,1.966188681,0.822821645,1.970858,0.8836614,
gird,0.90309,2.889262474,1.85,1.55,3,0.1629537,1,,2.22013425,gird,774.93,166.01,2.889262474,2.22013425,2.889823,2.222742,
girder,1.322219,3.261134346,0,0,0,0.4315062,2,,2.276231958,girder,1824.46,188.9,3.261134346,2.276231958,3.261372,2.278525,
girl,4.453532,2.772417065,1.85,1.6,3,0.6593419,1,,2.456973014,girl,592.13,286.4,2.772417065,2.456973014,2.77315,2.458487,
girlfriend,3.589056,2.366180058,4.65,5.3,0,0.6133543,2,,1.113274692,girlfriend,232.37,12.98,2.366180058,1.113274692,2.368045,1.145507,
girls,4.026411,3.061701222,1.95,1.85,2,0.6631917,2,,2.227835306,girls,1152.66,168.98,3.061701222,2.227835306,3.062078,2.230398,
girly,1.838849,3.069001717,NaN,NaN,NaN,NaN,NaN,,2.347564178,girly,1172.2,222.62,3.069001717,2.347564178,NaN,NaN,
girth,1.361728,3.121336567,1.9,1.6,3,0.3554584,1,,2.422343571,girth,1322.32,264.45,3.121336567,2.422343571,3.121665,2.423983,
gist,1.755875,3.417099519,1.65,1.8,4,0.2933205,1,,1.74296067,gist,2612.76,55.33,3.417099519,1.74296067,3.417266,1.75074,
git,2.0086,2.481528619,0,0,16,NaN,0,,NaN,git,303.06,0,2.481528619,#NUM!,NaN,NaN,
give,4.774955,3.44158046,1.5,1.65,2,0.6850325,1,,2.860056373,give,2764.27,724.53,3.44158046,2.860056373,3.441738,2.860655,
given,3.685921,3.21780494,1.85,2,3,0.6968521,2,,2.769657902,given,1651.22,588.38,3.21780494,2.769657902,3.218068,2.770395,
giver,1.778151,3.469015983,1.65,1.8,4,0.3498321,2,,2.922543815,giver,2944.53,836.65,3.469015983,2.922543815,3.469163,2.923063,
gives,3.517328,3.3037661,1.5,1.85,3,0.6733693,2,,2.743752714,gives,2012.64,554.31,3.3037661,2.743752714,3.303982,2.744535,
giving,3.749272,3.313519224,1.85,1.85,1,0.6845288,2,,3.112323423,giving,2058.35,1295.16,3.313519224,3.112323423,3.31373,3.112659,
glacier,1.591065,3.08364951,2.7,2.65,0,0.5689198,1,,2.018950022,glacier,1212.41,104.46,3.08364951,2.018950022,3.084008,2.023088,
glad,3.941561,2.852510491,1.7,1.5,2,0.5229073,1,,1.814647069,glad,712.05,65.26,2.852510491,1.814647069,2.85312,1.821251,
glade,1.322219,2.887679177,1.65,1.5,4,0.3929411,1,,2.101678351,glade,772.11,126.38,2.887679177,2.101678351,2.888241,2.105101,
gladly,2.41162,3.003563923,2.15,2.15,0,0.3936578,2,,1.92680531,gladly,1008.24,84.49,3.003563923,1.92680531,3.003994,1.931915,
glance,2.245513,2.887110703,1.8,1.8,0,0.4553414,1,,2.361803359,glance,771.1,230.04,2.887110703,2.361803359,2.887674,2.363687,
gland,1.892095,3.075831532,1.75,1.55,2,0.5594692,1,,2.287017501,gland,1190.78,193.65,3.075831532,2.287017501,3.076196,2.289254,
glare,1.919078,3.374631052,1.65,1.5,3,0.3715816,1,,2.171463165,glare,2369.36,148.41,3.374631052,2.171463165,3.374814,2.17438,
glass,3.490941,3.013465022,1.75,1.5,3,0.652382,1,,2.512324113,glass,1031.49,325.33,3.013465022,2.512324113,3.013886,2.513657,
glasses,3.227887,2.998176483,1.85,1.75,3,0.5668028,2,,2.381674518,glasses,995.81,240.81,2.998176483,2.381674518,2.998612,2.383474,
glassy,1.278754,2.433177574,2,1.65,3,0.3572786,2,,1.416474079,glassy,271.13,26.09,2.433177574,1.416474079,2.434776,1.432809,
glaze,1.662758,2.753965866,1.55,1.5,3,0.4083943,1,,1.761702368,glaze,567.5,57.77,2.753965866,1.761702368,2.75473,1.769156,
glazed,1.70757,3.299389611,1.7,1.75,3,0.4906293,2,,1.6203443,glazed,1992.46,41.72,3.299389611,1.6203443,3.299608,1.630631,
gleam,1.70757,2.892217079,1.9,1.65,1,0.2241764,1,,2.210532537,gleam,780.22,162.38,2.892217079,2.210532537,2.892773,2.213199,
glean,0.4771213,3.033701133,1.75,1.55,3,0.2164076,1,,2.203141719,glean,1080.69,159.64,3.033701133,2.203141719,3.034103,2.205854,
glee,1.770852,2.253119834,1.8,1.2,3,0.4433473,1,,0.876794976,glee,179.11,7.53,2.253119834,0.876794976,2.255538,0.930949,
glen,2.564666,3.495184821,1.8,1.85,1,0.6106907,1,,0.530199698,glen,3127.41,3.39,3.495184821,0.530199698,3.495324,0.6424645,
glib,1.623249,1.753736222,2,1.95,0,0.2338903,1,,0.292256071,glib,56.72,1.96,1.753736222,0.292256071,1.761326,0.4712917,
glide,2.082785,2.473983023,1.7,1.55,3,0.48321,1,,1.771587481,glide,297.84,59.1,2.473983023,1.771587481,2.475439,1.778874,
glimpse,2.235528,2.695446651,2.75,1.9,0,0.47538,1,,1.577261954,glimpse,495.96,37.78,2.695446651,1.577261954,2.696321,1.588608,
glint,1.230449,3.225340302,1.9,1.9,2,0.1876445,1,,2.323870607,glint,1680.12,210.8,3.225340302,2.323870607,3.225599,2.325926,
glisten,1.361728,2.879629097,2.5,1.85,0,0.1923912,1,,1.900421753,glisten,757.93,79.51,2.879629097,1.900421753,2.880202,1.90585,
glitch,2.017033,2.50231785,NaN,NaN,NaN,NaN,NaN,,1.487703863,glitch,317.92,30.74,2.50231785,1.487703863,NaN,NaN,
glitter,2.021189,3.133120379,1.95,1.8,1,0.4244499,1,,2.304339705,glitter,1358.69,201.53,3.133120379,2.304339705,3.13344,2.306489,
glittering,1.230449,2.757775491,2.55,2.4,0,0.3555379,2,,2.478595351,glittering,572.5,301.02,2.757775491,2.478595351,2.758533,2.480036,
glittery,0.845098,2.599315281,NaN,NaN,NaN,NaN,NaN,,1.651762447,glittery,397.48,44.85,2.599315281,1.651762447,NaN,NaN,
gloat,1.908485,2.806525915,1.75,1.5,3,0.1894312,1,,1.514547753,gloat,640.51,32.7,2.806525915,1.514547753,2.807203,1.52763,
glob,0.845098,2.053462605,NaN,NaN,NaN,NaN,NaN,,0.977266212,glob,113.1,9.49,2.053462605,0.977266212,NaN,NaN,
global,2.507856,2.667714385,2.45,2.05,0,0.6635792,2,,1.532372134,global,465.28,34.07,2.667714385,1.532372134,2.668647,1.544936,
globe,2.426511,2.680788612,1.85,1.65,1,0.6220868,1,,1.448087667,globe,479.5,28.06,2.680788612,1.448087667,2.681693,1.463296,
gloom,1.778151,2.803054045,1.8,1.45,2,0.3438676,1,,2.16363836,gloom,635.41,145.76,2.803054045,2.16363836,2.803737,2.166608,
gloomy,2.093422,2.517947672,2,1.95,1,0.4095375,2,,1.66407759,gloomy,329.57,46.14,2.517947672,1.66407759,2.519263,1.67339,
glory,3.040207,2.975813085,1.95,1.8,0,0.6061123,1,,2.001171015,glory,945.83,100.27,2.975813085,2.001171015,2.976272,2.005481,
gloss,1.875061,3.013494493,1.7,1.85,1,0.4076032,1,,2.064794811,gloss,1031.56,116.09,3.013494493,2.064794811,3.013915,2.06852,
glove,2.71265,2.899601659,1.7,1.75,0,0.5431995,1,,2.186080086,glove,793.6,153.49,2.899601659,2.186080086,2.900149,2.1889,
gloved,0.9542425,3.33356616,1.8,1.85,2,0.2305651,2,,2.016322854,gloved,2155.59,103.83,3.33356616,2.016322854,NaN,NaN,
gloves,2.918555,2.994708589,1.7,1.85,2,0.5560462,2,,2.084254459,gloves,987.89,121.41,2.994708589,2.084254459,2.995148,2.087817,
glow,2.468347,2.835373452,1.6,1.15,4,0.5360524,1,,1.995108458,glow,684.5,98.88,2.835373452,1.995108458,2.836007,1.999479,
glue,2.478566,2.410524173,1.65,1.2,4,0.5270193,1,,1.859738566,glue,257.35,72.4,2.410524173,1.859738566,2.412208,1.865696,
glued,2.064458,2.909946291,1.95,1.65,3,0.4262247,2,,0.683047038,glued,812.73,4.82,2.909946291,0.683047038,2.91048,0.764923,
glum,1.724276,2.139501275,1.7,1.6,3,0.2022087,1,,0.940516485,glum,137.88,8.72,2.139501275,0.940516485,2.14264,0.9876663,
glycerin,0.90309,2.306618004,3.7,3.5,0,0.316561,1,,1.042181595,glycerin,202.59,11.02,2.306618004,1.042181595,NaN,NaN,
gnat,1.361728,3.6894536,1.9,1,0,0.2742516,1,,0.053078443,gnat,4891.63,1.13,3.6894536,0.053078443,3.689542,0.3283796,
gnaw,1.30103,1.50174373,1.95,1,0,0.2124237,1,,0.10720997,gnaw,31.75,1.28,1.50174373,0.10720997,1.515211,0.3579348,
gnome,1.518514,2.300421557,1.95,1,0,0.4587688,1,,-0.080921908,gnome,199.72,0.83,2.300421557,-0.080921908,2.302591,0.2624511,
go,5.28656,2.988777387,1.35,1,14,0.6882005,1,,NaN,go,974.49,NA,2.988777387,#VALUE!,NaN,NaN,
goad,0.90309,3.056897232,1.45,1,7,0.2605168,1,,2.149680882,goad,1139.98,141.15,3.056897232,2.149680882,3.057278,2.152747,
goal,2.931966,2.950958439,1.7,1,5,0.660474,1,,1.755112266,goal,893.22,56.9,2.950958439,1.755112266,2.951444,1.762679,
goalie,1.869232,2.456381218,2.5,1.4,0,0.4956309,2,,0.257678575,goalie,286.01,1.81,2.456381218,0.257678575,2.457897,0.4487063,
goals,2.419956,2.900651103,1.8,1,3,0.627734,2,,1.722387094,goals,795.52,52.77,2.900651103,1.722387094,2.901197,1.73054,
goat,2.730782,3.745337944,1.45,1,8,0.5583054,1,,1.925363667,goat,5563.37,84.21,3.745337944,1.925363667,3.745416,1.930491,
gob,2.755112,2.802260476,1.35,1.3,16,0.3866606,1,,-0.318758763,gob,634.25,0.48,2.802260476,-0.318758763,2.802945,0.1702617,
gobble,2.082785,2.981728025,1.65,1.55,5,0.1640288,1,,1.95616843,gobble,958.8,90.4,2.981728025,1.95616843,2.982181,1.960946,
goblin,1.690196,2.541392008,2.6,2.55,0,0.5189668,1,,1.963693405,goblin,347.85,91.98,2.541392008,1.963693405,2.542639,1.96839,
god,4.663343,2.811293427,1.3,1.05,13,0.6509949,1,,2.423606271,god,647.58,265.22,2.811293427,2.423606271,2.811964,2.425241,
goddamn,3.764624,1.724029973,0,0,0,NaN,2,,0.829303773,goddamn,52.97,6.75,1.724029973,0.829303773,NaN,NaN,
goddamned,2.39794,2.814187643,0,0,0,NaN,1,,1.868938178,goddamned,651.91,73.95,2.814187643,1.868938178,NaN,NaN,
godfather,2.445604,2.332377856,3.65,4.15,0,0.5524821,2,,1.01745073,godfather,214.97,10.41,2.332377856,1.01745073,2.334393,1.057286,
godlike,1.342423,2.613112102,2.9,2.95,0,0.3917676,2,,1.05804623,godlike,410.31,11.43,2.613112102,1.05804623,2.614169,1.094471,
godmother,1.919078,2.102605194,3.75,4.2,0,0.4144011,2,,1.04060234,godmother,126.65,10.98,2.102605194,1.04060234,2.106021,1.078457,
gods,3.035029,2.858362723,1.65,1.55,10,0.6138484,2,,1.573103783,gods,721.71,37.42,2.858362723,1.573103783,2.858964,1.584557,
goes,4.044618,3.078402437,1.7,1,7,0.6736389,2,,2.577204473,goes,1197.85,377.75,3.078402437,2.577204473,3.078765,2.578353,
goggles,2.033424,2.902334744,2.35,1.85,6,0.3923777,2,,1.949048292,goggles,798.61,88.93,2.902334744,1.949048292,2.902878,1.953905,
going,5.034584,3.449162013,1.85,1.55,0,0.6849572,2,,3.21220359,going,2812.95,1630.06,3.449162013,3.21220359,3.449316,3.21247,
gold,3.604982,3.158021558,1.35,1,10,0.6730703,1,,2.757502312,gold,1438.87,572.14,3.158021558,2.757502312,3.158323,2.758261,
golden,3.074816,2.892077899,1.95,2.65,2,0.6666637,2,,2.20908587,golden,779.97,161.84,2.892077899,2.20908587,2.892634,2.211761,
goldfish,2.193125,2.338516255,3.4,3.5,0,0.4022087,2,,1.49037992,goldfish,218.03,30.93,2.338516255,1.49037992,2.340504,1.504199,
golf,3.114944,3.050019951,1.8,1.9,1,0.625052,1,,1.897682062,golf,1122.07,79.01,3.050019951,1.897682062,3.050407,1.903144,
golfer,1.755875,3.207168321,1.95,2.1,1,0.5215724,2,,1.597585502,golfer,1611.27,39.59,3.207168321,1.597585502,3.207438,1.608419,
golly,2.421604,2.874325235,1.55,1,8,0.2707644,1,,2.079615324,golly,748.73,120.12,2.874325235,2.079615324,2.874905,2.083216,
gone,4.180011,3.220513415,1.35,1,2,0.6639268,1,,2.740489011,gone,1661.55,550.16,3.220513415,2.740489011,3.220775,2.741278,
gong,2.09691,3.184296696,1.6,1.35,6,0.5600838,1,,2.727085578,gong,1528.61,533.44,3.184296696,2.727085578,3.184581,2.727899,
gonna,5.007769,2.65885054,1.95,1.7,0,0.5734236,2,,1.26810973,gonna,455.88,18.54,2.65885054,1.26810973,2.659802,1.290925,
gonorrhea,1.491362,2.451893845,NaN,NaN,NaN,NaN,NaN,,0.658964843,gonorrhea,283.07,4.56,2.451893845,0.658964843,NaN,NaN,
goo,2.041393,3.00984167,1.25,1,8,0.4000839,1,,-0.187086643,goo,1022.92,0.65,3.00984167,-0.187086643,3.010266,0.2174839,
goober,1.880814,3.217291759,2,1.95,1,0.2090607,1,,2.066064897,goober,1649.27,116.43,3.217291759,2.066064897,3.217555,2.069779,
good,5.124237,3.387261655,1.4,1.5,3,0.6948876,1,,3.039009382,good,2439.28,1093.98,3.387261655,3.039009382,3.38744,3.039406,
goodbye,3.774006,2.120804178,2.8,3.55,0,0.5744027,2,,1.227115083,goodbye,132.07,16.87,2.120804178,1.227115083,2.12408,1.252125,
goodie,1.414973,2.347134783,2.15,1.85,0,0.236966,0,,1.185542155,goodie,222.4,15.33,2.347134783,1.185542155,2.349083,1.212986,
goodness,3.21906,2.668684042,2.55,2.6,0,0.5243771,2,,2.390033806,goodness,466.32,245.49,2.668684042,2.390033806,2.669614,2.391799,
goodnight,2.9154,1.937016107,3.7,3.8,0,0.4466914,2,,1.494571984,goodnight,86.5,31.23,1.937016107,1.494571984,1.942008,1.50826,
goods,2.798651,2.936056085,1.65,1.75,3,0.639335,1,,2.062130535,goods,863.09,115.38,2.936056085,2.062130535,2.936559,2.065878,
goody,2.260071,2.741710856,1.65,1.7,1,0.3454587,2,,1.843979844,goody,551.71,69.82,2.741710856,1.843979844,2.742497,1.850156,
gooey,1.60206,2.735199548,1.85,1.35,1,0.2161432,2,,1.334453751,gooey,543.5,21.6,2.735199548,1.334453751,2.735998,1.354108,
goof,2.056905,3.306742322,1.55,1.5,3,0.2890852,1,,2.679209786,goof,2026.48,477.76,3.306742322,2.679209786,3.306957,2.680118,
goofiness,0.4771213,2.45000263,0,0,0,NaN,3,,1.984797257,goofiness,281.84,96.56,2.45000263,1.984797257,2.451541,1.989272,
goofy,2.426511,2.626863669,1.8,1.85,1,0.4530529,2,,1.385069776,goofy,423.51,24.27,2.626863669,1.385069776,2.627888,1.402605,
goon,2.068186,3.356830565,1.55,1.2,9,0.3697835,1,,2.817433144,goon,2274.21,656.8,3.356830565,2.817433144,3.357021,2.818094,
goop,1.556303,3.329422289,NaN,NaN,NaN,NaN,NaN,,2.658831486,goop,2135.12,455.86,3.329422289,2.658831486,NaN,NaN,
goopy,0.7781513,2.700625849,NaN,NaN,NaN,NaN,NaN,,1.340245762,goopy,501.91,21.89,2.700625849,1.340245762,NaN,NaN,
goose,2.823474,3.268163603,1.85,1.3,3,0.5574854,1,,2.709202097,goose,1854.23,511.92,3.268163603,2.709202097,3.268398,2.71005,
gopher,1.863323,3.265553612,2.2,1.9,0,0.3753162,1,,2.651888312,gopher,1843.12,448.63,3.265553612,2.651888312,3.265789,2.652855,
gore,1.748188,3.672464543,1.3,1,11,0.5796094,1,,3.110003522,gore,4703.97,1288.26,3.672464543,3.110003522,3.672557,3.110341,
gorge,1.832509,3.057099098,1.75,1.9,2,0.5749517,1,,2.164352856,gorge,1140.51,146,3.057099098,2.164352856,3.05748,2.167317,
gorgeous,3.089198,2.364532235,3.2,2.7,0,0.4880136,1,,1.834166284,gorgeous,231.49,68.26,2.364532235,1.834166284,2.366404,1.840482,
gorilla,2.453318,2.736547881,2.8,2.9,0,0.5194958,1,,0.939019776,gorilla,545.19,8.69,2.736547881,0.939019776,2.737344,0.9863238,
gosh,3.183555,3.141625337,1.7,1.55,9,0.252344,1,,0.59439255,gosh,1385.56,3.93,3.141625337,0.59439255,3.141939,0.6928469,
gospel,2.206826,2.474929786,2.7,2.35,0,0.6047531,1,,1.337658891,gospel,298.49,21.76,2.474929786,1.337658891,2.476382,1.357172,
gossip,2.599883,2.340305277,2.9,2.35,0,0.5595638,1,,1.65195607,gossip,218.93,44.87,2.340305277,1.65195607,2.342284,1.661529,
got,5.22694,3.557542088,1.1,1,17,0.6784232,1,,2.847998109,got,3610.29,704.69,3.557542088,2.847998109,3.557662,2.848614,
gotta,4.412511,2.558312486,2.15,1.9,0,0.4834437,2,,0.804139432,gotta,361.67,6.37,2.558312486,0.804139432,2.559512,0.8674675,
gotten,3.442323,3.208865769,1.95,1.9,1,0.5581487,2,,2.57921178,gotten,1617.58,379.5,3.208865769,2.57921178,3.209134,2.580355,
gouge,1.556303,3.408357005,1.8,1.95,1,0.2229431,1,,1.564784385,gouge,2560.69,36.71,3.408357005,1.564784385,3.408527,1.576457,
goulash,1.623249,2.663173045,3,2.6,0,0.2898023,1,,0.822168079,goulash,460.44,6.64,2.663173045,0.822168079,2.664115,0.8830934,
gourd,1.39794,3.408662179,2,1,0,0.3717241,1,,2.135736744,gourd,2562.49,136.69,3.408662179,2.135736744,3.408832,2.138902,
gourmet,2.049218,2.601147014,2.9,2.75,0,0.4722202,2,,1.804343918,gourmet,399.16,63.73,2.601147014,1.804343918,2.602234,1.811106,
gout,1.857332,3.110155199,1.55,1.5,7,0.3966764,1,,0.804139432,gout,1288.71,6.37,3.110155199,0.804139432,3.110492,0.8674675,
government,3.522183,2.924894101,3.55,3.2,0,0.6748325,2,,2.764624398,government,841.19,581.6,2.924894101,2.764624398,2.92541,2.76537,
governor,3.136721,2.603566549,3.25,2.8,0,0.6427963,2,,2.037665493,governor,401.39,109.06,2.603566549,2.037665493,2.604647,2.04163,
gown,2.525045,3.178807223,1.65,1.65,4,0.4948557,1,,2.857229943,gown,1509.41,719.83,3.178807223,2.857229943,3.179095,2.857833,
grab,3.558108,2.353858552,1.55,1.5,6,0.5548532,1,,1.612995656,grab,225.87,41.02,2.353858552,1.612995656,2.355777,1.623456,
grace,3.334051,3.219367063,1.4,1,7,0.6451321,1,,2.614380393,grace,1657.17,411.51,3.219367063,2.614380393,3.219629,2.615434,
gracious,2.563481,2.572987708,2.6,1.95,0,0.3896128,2,,2.126423654,gracious,374.1,133.79,2.572987708,2.126423654,2.574147,2.129658,
graciously,1.792392,2.444044796,3.4,3,0,0.3107403,3,,1.741466762,graciously,278,55.14,2.444044796,1.741466762,2.445604,1.749272,
grad,2.173186,2.821205548,1.5,1.35,7,0.3915482,1,,0.999565488,grad,662.53,9.99,2.821205548,0.999565488,NaN,NaN,
grade,3.174351,2.974285967,1.4,1,7,0.6414006,1,,2.362105319,grade,942.51,230.2,2.974285967,2.362105319,2.974747,2.363988,
grader,1.653213,3.295173308,1.6,1.45,3,0.3052044,2,,2.296423849,grader,1973.21,197.89,3.295173308,2.296423849,NaN,NaN,
graduate,2.795185,2.568518526,2.65,3.15,0,0.6264986,2,,1.988781843,graduate,370.27,97.45,2.568518526,1.988781843,2.56969,1.993216,
graffiti,2.017033,2.4571701,3.65,3.4,0,0.5538851,1,,1.478133428,graffiti,286.53,30.07,2.4571701,1.478133428,2.458683,1.492341,
graft,1.929419,2.891676811,1.8,1.6,4,0.4225136,1,,2.080373917,graft,779.25,120.33,2.891676811,2.080373917,2.892234,2.083968,
grail,2.139879,3.08385006,1.8,1.1,3,0.4497596,1,,2.26759408,grail,1212.97,185.18,3.08385006,2.26759408,3.084208,2.269933,
grain,2.38739,3.140753089,1.55,1,5,0.6079252,1,,2.728028954,grain,1382.78,534.6,3.140753089,2.728028954,3.141067,2.728841,
gram,2.123852,2.414187567,1.45,1.3,8,0.4844497,1,,1.186956335,gram,259.53,15.38,2.414187567,1.186956335,2.415858,1.214314,
grammar,2.089905,2.609871757,2.85,1.9,0,0.5923306,2,,1.724111954,grammar,407.26,52.98,2.609871757,1.724111954,2.610937,1.732233,
grand,3.507181,3.133915559,1.65,1.4,5,0.6716335,1,,2.324405934,grand,1361.18,211.06,3.133915559,2.324405934,3.134234,2.326459,
grandchild,1.897627,2.018658898,4.25,5.2,0,0.4239276,2,,1.329194415,grandchild,104.39,21.34,2.018658898,1.329194415,2.022799,1.349083,
granddaughter,2.519828,1.271609301,5.4,4.3,0,0.5780841,2,,0.824125834,granddaughter,18.69,6.67,1.271609301,0.824125834,1.294246,0.8847954,
grandfather,3.094122,2.41313205,4.1,4.2,0,0.6249621,2,,1.692758818,grandfather,258.9,49.29,2.41313205,1.692758818,2.414806,1.701482,
grandma,3.36661,2.638678907,2.65,3,0,0.4621761,2,,1.870754945,grandma,435.19,74.26,2.638678907,1.870754945,2.639676,1.876564,
grandmother,3.151676,2.009153332,4.2,4.1,0,0.5948832,2,,1.662474504,grandmother,102.13,45.97,2.009153332,1.662474504,2.013385,1.671821,
grandpa,3.220631,2.6345478,2.65,2.95,0,0.4611224,2,,1.862727528,grandpa,431.07,72.9,2.6345478,1.862727528,2.635554,1.868644,
grandparent,1.146128,2.386052849,4.25,4.85,0,0.2718899,2,,2.057437868,grandparent,243.25,114.14,2.386052849,2.057437868,2.387835,2.061226,
grandson,2.61066,2.676400934,2.8,3.5,0,0.6023498,2,,1.876967967,grandson,474.68,75.33,2.676400934,1.876967967,2.677315,1.882695,
granny,2.634477,2.703995997,1.95,1.8,3,0.456316,2,,1.9909601,granny,505.82,97.94,2.703995997,1.9909601,2.704854,1.995372,
grant,3.22037,3.137078633,1.7,1.55,4,0.6693619,1,,2.38309693,grant,1371.13,241.6,3.137078633,2.38309693,3.137395,2.384891,
granule,0.4771213,2.739002404,2.55,2.9,0,0.3099295,1,,1.801678059,granule,548.28,63.34,2.739002404,1.801678059,2.739794,1.808481,
grape,2.311754,2.885180226,1.4,1.05,9,0.5614812,1,,2.101815786,grape,767.68,126.42,2.885180226,2.101815786,2.885746,2.105238,
grapefruit,2.103804,1.701136066,4.8,4.65,0,0.3821281,2,,0.790988475,grapefruit,50.25,6.18,1.701136066,0.790988475,1.709694,0.8561244,
grapes,2.305351,3.029322891,1.6,1.65,5,0.564862,2,,1.769746467,grapes,1069.85,58.85,3.029322891,1.769746467,3.029729,1.777064,
grapevine,1.681241,2.826243302,3.65,4,0,0.3553905,2,,1.797128988,grapevine,670.26,62.68,2.826243302,1.797128988,2.826891,1.804003,
graph,1.591065,2.877515319,1.9,1.5,0,0.5775508,1,,2.016657345,graph,754.25,103.91,2.877515319,2.016657345,2.878091,2.020817,
grasp,2.369216,2.996323379,1.85,1.65,0,0.5423985,1,,2.199727759,grasp,991.57,158.39,2.996323379,2.199727759,2.996761,2.202461,
grass,2.932981,3.079864722,1.55,1.15,4,0.6106878,1,,2.473603739,grass,1201.89,297.58,3.079864722,2.473603739,3.080226,2.475061,
grasshopper,1.681241,1.776047071,4.65,4.7,0,0.3683603,3,,1.033423755,grasshopper,59.71,10.8,1.776047071,1.033423755,1.78326,1.071882,
grassy,1.518514,2.58227932,1.8,1.55,2,0.5371988,2,,1.521138084,grassy,382.19,33.2,2.58227932,1.521138084,2.583414,1.534026,
grate,1.724276,3.126787064,1.35,1,8,0.3219152,1,,2.348110068,grate,1339.02,222.9,3.126787064,2.348110068,3.127111,2.350054,
grateful,3.13226,2.539113753,2.6,2.4,1,0.5574278,2,,2.061452479,grateful,346.03,115.2,2.539113753,2.061452479,2.540367,2.065206,
grave,3.127429,3.037852615,1.25,1,8,0.620189,1,,2.358448839,grave,1091.07,228.27,3.037852615,2.358448839,3.03825,2.360347,
gravel,1.869232,2.768845211,1.55,1.8,2,0.5658818,1,,2.124243309,gravel,587.28,133.12,2.768845211,2.124243309,2.769584,2.127494,
graves,2.4843,3.056451272,1.5,1.6,6,0.5969472,2,,2.250761448,graves,1138.81,178.14,3.056451272,2.250761448,3.056832,2.253193,
gravestone,1.255273,2.453517091,3.8,3.85,0,0.3712186,2,,1.621280168,gravestone,284.13,41.81,2.453517091,1.621280168,2.455043,1.631545,
graveyard,2.436163,2.285174601,3.75,3.9,0,0.5453223,2,,1.649821463,graveyard,192.83,44.65,2.285174601,1.649821463,2.287421,1.659441,
gravity,2.546543,2.820135752,2.6,2.9,0,0.6068631,2,,2.218902951,gravity,660.9,165.54,2.820135752,2.218902951,2.820792,2.221519,
gravy,2.431364,2.936176833,1.9,1.75,1,0.4406877,1,,2.216271493,gravy,863.33,164.54,2.936176833,2.216271493,2.93668,2.218903,
gray,3.032619,2.787382535,1.45,1,6,0.6468698,1,,1.43917474,gray,612.89,27.49,2.787382535,1.43917474,NaN,NaN,
grayish,0.7781513,2.7664649,NaN,NaN,NaN,NaN,NaN,,2.330839741,grayish,584.07,214.21,2.7664649,2.330839741,NaN,NaN,
